PassengerId,Survived,Pclass,Sex_num,Age_filled,Fare_capped,FamilySize,IsAlone,Age_z,Fare_z,FamilySize_z,Embarked_filled_C,Embarked_filled_NAN,Embarked_filled_Q,Embarked_filled_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Title_the Countess,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_deck_U,AgeBin_0-10,AgeBin_11-20,AgeBin_21-30,AgeBin_31-40,AgeBin_41-50,AgeBin_51-60,AgeBin_60+
133,0,3,0,47.0,14.5,2,0,1.3555096219574048,-0.466377811794686,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
134,1,2,0,29.0,26.0,2,0,-0.027787557825836348,0.0954164367952591,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
135,0,2,1,25.0,13.0,1,1,-0.33518693111100106,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
136,0,2,1,23.0,15.0458,1,1,-0.48888661775358344,-0.4397145682398693,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
137,1,1,0,19.0,26.2833,3,0,-0.7962859910387481,0.10925611598008794,0.6792945838081278,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
138,0,1,1,37.0,53.1,2,0,0.5870111887444931,1.4192967965159125,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
139,0,3,1,16.0,9.2167,1,1,-1.0268355210026217,-0.7244758599316649,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
140,0,1,1,24.0,65.6344,1,1,-0.41203677443229225,2.0316232164746784,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,0,3,0,28.0,15.2458,3,0,-0.10463740114712752,-0.42994423348178334,0.6792945838081278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
142,1,3,0,22.0,7.75,1,1,-0.5657364610748746,-0.7961266098800885,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
143,1,3,0,24.0,15.85,2,0,-0.41203677443229225,-0.4004280521776055,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
144,0,3,1,19.0,6.75,1,1,-0.7962859910387481,-0.8449782836705185,-0.5609748304808925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
145,0,2,1,18.0,11.5,1,1,-0.8731358343600393,-0.612932833165976,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
146,0,2,1,19.0,36.75,3,0,-0.7962859910387481,0.6205719300423816,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
147,1,3,1,27.0,7.7958,1,1,-0.1814872444684187,-0.7938892032204868,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
148,0,3,0,9.0,34.375,5,0,-1.56478442425166,0.5045492047901105,1.9195639980971482,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
149,0,2,1,36.5,26.0,3,0,0.5485862670838475,0.0954164367952591,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
150,0,2,1,42.0,13.0,1,1,0.9712604053509489,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
151,0,2,1,51.0,12.525,1,1,1.6629089952425695,-0.5628598675307852,-0.5609748304808925,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
152,1,1,0,22.0,65.6344,2,0,-0.5657364610748746,2.0316232164746784,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
153,0,3,1,55.5,8.05,1,1,2.00873329018838,-0.7814711077429595,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
154,0,3,1,40.5,14.5,3,0,0.8559856403690123,-0.466377811794686,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
155,0,3,1,28.0,7.3125,1,1,-0.10463740114712752,-0.8174992171634017,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
156,0,1,1,51.0,61.3792,2,0,1.6629089952425695,1.8237495741616405,0.059159876663617626,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
157,1,3,0,16.0,7.7333,1,1,-1.0268355210026217,-0.7969424328323887,-0.5609748304808925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
158,0,3,1,30.0,8.05,1,1,0.04906228549545483,-0.7814711077429595,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
159,0,3,1,28.0,8.6625,1,1,-0.10463740114712752,-0.7515494575463212,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
160,0,3,1,28.0,65.6344,11,0,-0.10463740114712752,2.0316232164746784,5.64037224096421,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
161,0,3,1,44.0,16.1,2,0,1.1249600919935314,-0.3882151337299979,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
162,1,2,0,40.0,15.75,1,1,0.8175607187083667,-0.4053132195566485,-0.5609748304808925,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
163,0,3,1,26.0,7.775,1,1,-0.2583370877897099,-0.7949053180353277,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
164,0,3,1,17.0,8.6625,1,1,-0.9499856776813305,-0.7515494575463212,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
165,0,3,1,1.0,39.6875,6,0,-2.1795831708219895,0.7640737218017698,2.5396987052416584,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
166,1,3,1,9.0,20.525,3,0,-1.56478442425166,-0.17204647720734526,0.6792945838081278,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
167,1,1,0,28.0,55.0,2,0,-0.10463740114712752,1.5121149767177293,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
168,0,3,0,45.0,27.9,6,0,1.2018099353148226,0.18823461699707605,2.5396987052416584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
169,0,1,1,28.0,25.925,1,1,-0.10463740114712752,0.09175256126097689,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
170,0,3,1,28.0,56.4958,1,1,-0.10463740114712752,1.5851873103734548,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
171,0,1,1,61.0,33.5,1,1,2.4314074284554814,0.4618039902234842,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,0,3,1,4.0,29.125,6,0,-1.949033640858116,0.24807791739035287,2.5396987052416584,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
173,1,3,0,1.0,11.1333,3,0,-2.1795831708219895,-0.6308467419449267,0.6792945838081278,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
174,0,3,1,21.0,7.925,1,1,-0.6425863043961658,-0.7875775669667633,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
175,0,1,1,56.0,30.6958,1,1,2.0471582118490255,0.32481412658036024,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,0,3,1,18.0,7.8542,3,0,-0.8731358343600393,-0.7910362654711258,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
177,0,3,1,28.0,25.4667,5,0,-0.10463740114712752,0.06936383916282275,1.9195639980971482,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
178,0,1,0,50.0,28.7125,1,1,1.5860591519212783,0.22792660195180042,-0.5609748304808925,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
179,0,2,1,30.0,13.0,1,1,0.04906228549545483,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
180,0,3,1,36.0,0.0,1,1,0.5101613454232019,-1.1747270817559212,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
181,0,3,0,28.0,65.6344,11,0,-0.10463740114712752,2.0316232164746784,5.64037224096421,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
182,0,2,1,28.0,15.05,1,1,-0.10463740114712752,-0.4395093912099495,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
183,0,3,1,9.0,31.3875,7,0,-1.56478442425166,0.35860482934120075,3.1598334123861687,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
184,1,2,1,1.0,39.0,4,0,-2.1795831708219895,0.7304881960708492,1.299429290952638,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
185,1,3,0,4.0,22.025,3,0,-1.949033640858116,-0.09876896652170025,0.6792945838081278,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
186,0,1,1,28.0,50.0,1,1,-0.10463740114712752,1.2678566077655793,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,1,3,0,28.0,15.5,2,0,-0.10463740114712752,-0.417526138004256,0.059159876663617626,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
188,1,1,1,45.0,26.55,1,1,1.2018099353148226,0.12228485737999564,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
189,0,3,1,40.0,15.5,3,0,0.8175607187083667,-0.417526138004256,0.6792945838081278,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
190,0,3,1,36.0,7.8958,1,1,0.5101613454232019,-0.7890040358414437,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
191,1,2,0,32.0,13.0,1,1,0.20276197213803718,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
192,0,2,1,19.0,13.0,1,1,-0.7962859910387481,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
193,1,3,0,19.0,7.8542,2,0,-0.7962859910387481,-0.7910362654711258,0.059159876663617626,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
194,1,2,1,3.0,26.0,3,0,-2.025883484179407,0.0954164367952591,0.6792945838081278,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
195,1,1,0,44.0,27.7208,1,1,1.1249600919935314,0.1794803970538311,-0.5609748304808925,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,1,1,0,58.0,65.6344,1,1,2.200857898491608,2.0316232164746784,-0.5609748304808925,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,0,3,1,28.0,7.75,1,1,-0.10463740114712752,-0.7961266098800885,-0.5609748304808925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
198,0,3,1,42.0,8.4042,2,0,0.9712604053509489,-0.7641678448863892,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
199,1,3,0,28.0,7.75,1,1,-0.10463740114712752,-0.7961266098800885,-0.5609748304808925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
200,0,2,0,24.0,13.0,1,1,-0.41203677443229225,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
201,0,3,1,28.0,9.5,1,1,-0.10463740114712752,-0.710636180746836,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
202,0,3,1,28.0,65.6344,11,0,-0.10463740114712752,2.0316232164746784,5.64037224096421,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
203,0,3,1,34.0,6.4958,1,1,0.35646165878061953,-0.8573963791480459,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
204,0,3,1,45.5,7.225,1,1,1.2402348569754682,-0.8217737386200644,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
205,1,3,1,18.0,8.05,1,1,-0.8731358343600393,-0.7814711077429595,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
206,0,3,0,2.0,10.4625,2,0,-2.1027333275006983,-0.6636164447235471,0.059159876663617626,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
207,0,3,1,32.0,15.85,2,0,0.20276197213803718,-0.4004280521776055,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
208,1,3,1,26.0,18.7875,1,1,-0.2583370877897099,-0.25692626041821726,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
209,1,3,0,16.0,7.75,1,1,-1.0268355210026217,-0.7961266098800885,-0.5609748304808925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
210,1,1,1,40.0,31.0,1,1,0.8175607187083667,0.33967480574740916,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,0,3,1,24.0,7.05,1,1,-0.41203677443229225,-0.8303227815333896,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
212,1,2,0,35.0,21.0,1,1,0.4333115021019107,-0.14884193215689093,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
213,0,3,1,22.0,7.25,1,1,-0.5657364610748746,-0.8205524467753036,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
214,0,2,1,30.0,13.0,1,1,0.04906228549545483,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
215,0,3,1,28.0,7.75,2,0,-0.10463740114712752,-0.7961266098800885,0.059159876663617626,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
216,1,1,0,31.0,65.6344,2,0,0.12591212881674602,2.0316232164746784,0.059159876663617626,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
217,1,3,0,27.0,7.925,1,1,-0.1814872444684187,-0.7875775669667633,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,0,2,1,42.0,27.0,2,0,0.9712604053509489,0.1442681105856891,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
219,1,1,0,32.0,65.6344,1,1,0.20276197213803718,2.0316232164746784,-0.5609748304808925,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
220,0,2,1,30.0,10.5,1,1,0.04906228549545483,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
221,1,3,1,16.0,8.05,1,1,-1.0268355210026217,-0.7814711077429595,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
222,0,2,1,27.0,13.0,1,1,-0.1814872444684187,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
223,0,3,1,51.0,8.05,1,1,1.6629089952425695,-0.7814711077429595,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
224,0,3,1,28.0,7.8958,1,1,-0.10463740114712752,-0.7890040358414437,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
225,1,1,1,38.0,65.6344,2,0,0.6638610320657843,2.0316232164746784,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
226,0,3,1,22.0,9.35,1,1,-0.5657364610748746,-0.7179639318154005,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
227,1,2,1,19.0,10.5,1,1,-0.7962859910387481,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
228,0,3,1,20.5,7.25,1,1,-0.6810112260568114,-0.8205524467753036,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
229,0,2,1,18.0,13.0,1,1,-0.8731358343600393,-0.539655322480331,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
230,0,3,0,28.0,25.4667,5,0,-0.10463740114712752,0.06936383916282275,1.9195639980971482,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
231,1,1,0,35.0,65.6344,2,0,0.4333115021019107,2.0316232164746784,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
232,0,3,1,29.0,7.775,1,1,-0.027787557825836348,-0.7949053180353277,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
233,0,2,1,59.0,13.5,1,1,2.277707741812899,-0.515229485585116,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
234,1,3,0,5.0,31.3875,7,0,-1.8721837975368247,0.35860482934120075,3.1598334123861687,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
235,0,2,1,24.0,10.5,1,1,-0.41203677443229225,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
236,0,3,0,28.0,7.55,1,1,-0.10463740114712752,-0.8058969446381745,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
237,0,2,1,44.0,26.0,2,0,1.1249600919935314,0.0954164367952591,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
238,1,2,0,8.0,26.25,3,0,-1.6416342675729512,0.1076293552428666,0.6792945838081278,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
239,0,2,1,19.0,10.5,1,1,-0.7962859910387481,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
240,0,2,1,33.0,12.275,1,1,0.27961181545932834,-0.5750727859783927,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
241,0,3,0,28.0,14.4542,2,0,-0.10463740114712752,-0.46861521845428766,0.059159876663617626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
242,1,3,0,28.0,15.5,2,0,-0.10463740114712752,-0.417526138004256,0.059159876663617626,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
243,0,2,1,29.0,10.5,1,1,-0.027787557825836348,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
244,0,3,1,22.0,7.125,1,1,-0.5657364610748746,-0.8266589059991073,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
245,0,3,1,30.0,7.225,1,1,0.04906228549545483,-0.8217737386200644,-0.5609748304808925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
246,0,1,1,44.0,65.6344,3,0,1.1249600919935314,2.0316232164746784,0.6792945838081278,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
247,0,3,0,25.0,7.775,1,1,-0.33518693111100106,-0.7949053180353277,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
248,1,2,0,24.0,14.5,3,0,-0.41203677443229225,-0.466377811794686,0.6792945838081278,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
249,1,1,1,37.0,52.5542,3,0,0.5870111887444931,1.3926335529610958,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
250,0,2,1,54.0,26.0,2,0,1.893458525206443,0.0954164367952591,0.059159876663617626,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
251,0,3,1,28.0,7.25,1,1,-0.10463740114712752,-0.8205524467753036,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
252,0,3,0,29.0,10.4625,3,0,-0.027787557825836348,-0.6636164447235471,0.6792945838081278,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
253,0,1,1,62.0,26.55,1,1,2.5082572717767726,0.12228485737999564,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0,3,1,30.0,16.1,2,0,0.04906228549545483,-0.3882151337299979,0.059159876663617626,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
255,0,3,0,41.0,20.2125,3,0,0.8944105620296577,-0.18731262526685463,0.6792945838081278,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
256,1,3,0,29.0,15.2458,3,0,-0.027787557825836348,-0.42994423348178334,0.6792945838081278,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
257,1,1,0,28.0,65.6344,1,1,-0.10463740114712752,2.0316232164746784,-0.5609748304808925,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
258,1,1,0,30.0,65.6344,1,1,0.04906228549545483,2.0316232164746784,-0.5609748304808925,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
259,1,1,0,35.0,65.6344,1,1,0.4333115021019107,2.0316232164746784,-0.5609748304808925,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
260,1,2,0,50.0,26.0,2,0,1.5860591519212783,0.0954164367952591,0.059159876663617626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
261,0,3,1,28.0,7.75,1,1,-0.10463740114712752,-0.7961266098800885,-0.5609748304808925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
262,1,3,1,3.0,31.3875,7,0,-2.025883484179407,0.35860482934120075,3.1598334123861687,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
263,0,1,1,52.0,65.6344,3,0,1.7397588385638607,2.0316232164746784,0.6792945838081278,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
264,0,1,1,40.0,0.0,1,1,0.8175607187083667,-1.1747270817559212,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
265,0,3,0,28.0,7.75,1,1,-0.10463740114712752,-0.7961266098800885,-0.5609748304808925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
266,0,2,1,36.0,10.5,1,1,0.5101613454232019,-0.661784506956406,-0.5609748304808925,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
267,0,3,1,16.0,39.6875,6,0,-1.0268355210026217,0.7640737218017698,2.5396987052416584,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
